elapsed_ms,sensor_value,rolling_std,is_active,event
48278,1391,0.5773502684739585,False,
48379,1395,2.645751310909021,False,
48479,1397,3.055050463169854,False,
48581,1391,3.055050463169854,False,
48678,1395,3.055050463169854,False,
48778,1399,3.999999999897825,False,
48880,1394,2.6457513109104815,False,
48978,1397,2.5166114782618183,False,
49078,1399,2.5166114782618183,False,
49179,1399,1.1547005380279896,False,
49278,1395,2.309401076582593,False,
49379,1403,3.99999999989877,False,
49478,533,500.00133333155424,True,start_6
49579,491,514.8475502515266,True,
49678,284,133.300412602503,True,
49778,1618,717.9291979947128,True,
49878,453,726.3311916749811,True,
49984,268,731.8868309604508,True,
50078,1778,823.6048809957348,True,
50178,2263,1040.4606351675843,True,
50281,858,713.6350607978842,True,
50387,241,1036.2752208430597,True,
50482,250,353.65567057991746,True,
50578,2666,1397.483571757941,True,
50689,2392,1322.8943016482208,True,
50794,2787,202.37835852680078,True,
50884,285,1345.0822775329893,True,
50980,300,1440.219774895484,True,
51079,264,18.0831413199544,False,
51180,244,28.378395538344787,False,
51279,1243,571.0869752790124,True,
51380,2381,1069.2531661553933,True,
51478,269,1057.0607046585988,True,
51578,2302,1197.2102293805103,True,
51678,731,1065.721508337583,True,
51778,1479,785.7983201814576,True,
51878,1463,427.3140921305232,True,
51979,525,546.2319409676928,True,
52080,270,628.2406651382353,True,
52179,675,204.75595229442908,True,
52281,1017,373.942508950238,True,
52379,1554,443.0902842536717,True,
52478,1301,268.6490895821784,True,
52578,1330,138.45938032506206,True,
52678,1342,21.079215671684196,False,end_6
52778,1355,12.503332889010327,False,
52878,1355,7.505553499471027,False,
52978,1363,4.618802153527959,False,
53078,1367,6.110100926616662,False,
53181,1380,8.888194417322575,False,
53284,1368,7.234178138079055,False,
53378,1366,7.571877794408771,False,
53479,1358,5.291502622139964,False,
53579,1369,5.686240703087371,False,
53678,1352,8.621678104257846,False,
53778,1367,9.291573243183558,False,
53886,1378,13.051181300305736,False,
53978,1383,8.185352771880755,False,
54078,1388,5.000000000014948,False,
54178,1396,6.557438524314283,False,
54279,1398,5.291502622145315,False,
54378,1391,3.6055512754879353,False,
54478,1391,4.041451884348378,False,
54579,1401,5.773502691911103,False,
54681,1399,5.29150262214583,False,
54779,1391,5.29150262214583,False,
54882,1397,4.163331998953107,False,
54993,1398,3.7859388972230024,False,
55079,1395,1.5275252317092183,False,
55178,1399,2.0816659995084272,False,
55280,1397,2.000000000043879,False,
55380,1398,1.000000000088725,False,
55481,1400,1.5275252317101797,False,
55578,1398,1.1547005384565163,False,
55678,1399,1.0000000000895208,False,
55778,1405,3.785938897224221,False,
55880,1403,3.055050463334173,False,
55978,1404,1.0000000000939269,False,
56078,1415,6.658328118493918,False,
56178,1416,6.658328118494492,False,
56278,1403,7.234178138084123,False,
56378,1405,7.000000000013921,False,
56478,1414,5.8594652770987725,False,
56578,1405,5.196152422725266,False,
56678,1407,4.725815626273244,False,
56778,1413,4.163331998955584,False,
56878,1403,5.033222956866315,False,
56979,1407,5.033222956866315,False,
57080,1413,5.033222956866315,False,
57178,1413,3.4641016151664696,False,
57278,1407,3.4641016151664696,False,
57379,1414,3.7859388972265013,False,
57481,1415,4.358898943563703,False,
57578,1407,4.358898943563703,False,
57678,1414,4.358898943563703,False,
57778,1414,4.0414518843521225,False,
57878,1413,0.5773502693659712,False,
57978,1419,3.21455025369643,False,
58078,1418,3.214550253696795,False,
58179,1414,2.645751311104132,False,
58278,1417,2.081665999516061,False,
58379,1419,2.5166114784650215,False,
58478,1415,2.0000000000522653,False,
58581,1419,2.3094010768040287,False,
58678,1422,3.511884584314443,False,
58779,1419,1.7320508076307868,False,
58882,1426,3.5118845843153625,False,
58985,1429,5.13160143946859,False,
59086,1422,3.511884584316223,False,
59180,1420,4.7258156262759865,False,
59289,1419,1.527525231722313,False,
59387,917,290.11894112587663,True,start_7
59479,1548,333.3681648468151,True,
59578,2547,821.8943565527957,True,
59680,2058,499.53678543226556,True,
59779,294,1185.1037929227973,True,
59878,325,1009.6159335773842,True,
59978,269,28.053520278187452,False,
60078,1773,852.6288758891523,True,
60180,1007,752.0434384617242,True,
60278,432,672.7632074759538,True,
60378,1675,622.0795769031482,True,
60478,275,766.9960886471322,True,
60578,709,716.6486819448794,True,
60681,1555,650.9572438596355,True,
60778,1897,611.5586643977831,True,
60878,2091,271.38410663363146,True,
60986,1194,471.9558595179576,True,
61078,1452,461.78891281623544,True,
61178,1551,184.30680942385322,True,
61279,1555,58.34666514321091,False,end_7
61378,1531,12.858201014683464,False,
61478,1531,13.856406460575108,False,
61581,1541,5.773502691953786,False,
61680,1545,7.211102550974309,False,
61778,1520,13.428824719013862,False,
61878,1545,14.433756729763719,False,
61978,1513,16.822603841280237,False,
62078,1502,22.338307903703267,False,
62178,1533,15.71623364552235,False,
62278,1565,31.501322723561906,False,
62380,1568,19.399312702619586,False,
62478,1565,1.73205080776924,False,
62595,1565,1.73205080776924,False,
62684,1564,0.5773502697897297,False,
62778,1571,3.7859388972919676,False,
62878,1567,3.5118845843832935,False,
62978,1563,4.000000000086951,False,
63079,1573,5.033222956916381,False,
63178,1571,5.291502622195125,False,
63278,1567,3.055050463418254,False,
63379,1565,3.055050463417832,False,
63484,1565,1.1547005386798193,False,
63586,1567,1.1547005386798193,False,
63679,1566,1.0000000003472362,False,
63788,1566,0.5773502697912701,False,
63879,1567,0.5773502697912701,False,
63980,1566,0.5773502697912701,False,
64079,1567,0.577350269791549,False,
64179,1570,2.081665999633322,False,
64279,1567,1.732050807769945,False,
64379,1575,4.041451884413876,False,
64478,1567,4.618802153592579,False,
64578,1573,4.163331999016352,False,
64678,1571,3.0550504634182536,False,
64778,1575,2.000000000175266,False,
64878,1575,2.3094010769104356,False,
64979,1573,1.154700538683445,False,
65078,1576,1.5275252318820194,False,
65178,1571,2.516611478562987,False,
65279,1571,2.8867513460695373,False,
65382,1572,0.5773502697954528,False,
65478,1571,0.5773502697954528,False,
65579,1573,1.000000000350049,False,
65678,1575,2.0000000001752234,False,
65778,1574,1.0000000003508451,False,
65878,1572,1.5275252318814798,False,
65981,1575,1.5275252318814798,False,
66078,1573,1.5275252318813743,False,
66178,1572,1.5275252318813743,False,
66278,1575,1.5275252318813743,False,
66378,1577,2.516611478563108,False,
66478,1583,4.163331999017022,False,
66578,1575,4.163331999017022,False,
66678,1573,5.291502622195774,False,
66778,1575,1.1547005386835185,False,
66878,1577,2.000000000175792,False,
66980,1575,1.1547005386839289,False,
67078,1576,1.0000000003519816,False,
67178,1575,0.5773502697987999,False,
67280,1581,3.214550253774012,False,
67379,1580,3.2145502537742128,False,
67480,1579,1.0000000003539997,False,
67579,1573,3.7859388972933736,False,
67680,1575,3.0550504634191253,False,
67784,1576,1.5275252318820758,False,
67878,1575,0.5773502697990973,False,
67979,1579,2.0816659996354927,False,
68080,1574,2.6457513111977566,False,
68183,1573,3.214550253773818,False,
68278,1575,1.0000000003513576,False,
68379,1579,3.0550504634191813,False,
68478,1578,2.08166599963573,False,
68579,1577,1.0000000003533756,False,
68678,1579,1.0000000003533756,False,
68778,1763,106.8144809159044,True,start_8
68879,371,756.1728197530864,True,
68979,649,736.652790216214,True,
69079,1868,796.2677522877173,True,
69186,361,799.9952083189833,True,
69286,269,897.8041731543318,True,
69382,252,58.64298764557861,False,
69478,619,207.15453169071534,True,
69579,1107,428.9246243028409,True,
69678,253,428.4499192826779,True,
69779,280,485.45064974035523,True,
69878,285,17.21433511154767,False,
69978,247,20.647840887915134,False,
70079,309,31.262330900505066,False,
70179,314,37.32291521303439,False,
70281,2329,1164.806850941391,True,
70380,237,1186.2137244190021,True,
70478,270,1198.4040776521638,True,
70582,339,52.048054718683005,False,
70681,243,49.50757517793639,False,
70782,2559,1310.309887011466,True,
70878,2007,1209.700789451673,True,
70979,267,1196.2140276723062,True,
71078,249,1009.825727539163,True,
71180,251,9.865765724586122,False,
71278,267,9.865765724586122,False,
71381,305,27.73685875027027,False,
71479,2419,1231.6346860981141,True,
71579,1854,1094.503083595474,True,
71679,503,984.5034281301415,True,
71778,301,844.3749167283452,True,
71878,960,337.6225703355738,True,
71981,473,341.8172026098152,True,
72083,287,347.53752794961986,True,
72180,298,104.35675988326057,True,
72279,307,10.016652800832581,False,end_8
72379,300,4.725815626157382,False,
72480,301,3.7859388970814916,False,
72578,301,0.5773502684090034,False,
72678,303,1.1547005379895188,False,
72778,300,1.5275252313571783,False,
72881,303,1.7320508073091798,False,
72978,301,1.5275252313571783,False,
73079,299,1.999999999774758,False,
73180,299,1.1547005379883373,False,
73278,301,1.1547005379883373,False,
73379,299,1.1547005379883373,False,
73478,303,1.999999999774758,False,
73580,304,2.6457513108945814,False,
73679,305,0.9999999995515623,False,
73778,303,0.9999999995515623,False,
73880,303,1.1547005379907003,False,
73978,307,2.309401076564437,False,
74078,303,2.309401076564437,False,
74178,304,2.0816659992509514,False,
74278,301,1.5275252313578296,False,
74378,302,1.5275252313576806,False,
74479,304,1.5275252313576806,False,
74582,303,0.9999999995509654,False,
74679,301,1.5275252313578433,False,
74778,308,3.6055512753396446,False,
74878,304,3.511884584156649,False,
74978,309,2.645751310895919,False,
75078,302,3.6055512753398395,False,
75179,309,4.041451884216898,False,
75278,304,3.6055512753398395,False,
75378,301,4.041451884216571,False,
75477,307,2.999999999850582,False,
75578,303,3.0550504631570954,False,
75679,302,2.6457513108951614,False,
75778,303,0.5773502684116248,False,
75879,303,0.5773502684116248,False,
75981,307,2.309401076564501,False,
76078,307,2.309401076564895,False,
76180,303,2.309401076564895,False,
76281,307,2.309401076564895,False,
76381,307,2.309401076564895,False,
76480,308,0.5773502684171383,False,
76598,303,2.645751310895677,False,
76680,304,2.6457513108954194,False,
76780,301,1.5275252313578993,False,
76878,309,4.041451884216571,False,
76979,307,4.1633319988248605,False,
77078,309,1.1547005379935493,False,
77178,307,1.1547005379931554,False,
77278,306,1.5275252313599272,False,
77378,308,0.9999999995536939,False,
77493,308,1.15470053799294,False,
77578,309,0.577350268418209,False,
77681,303,3.214550253525423,False,
77780,303,3.4641016150085395,False,
77880,306,1.7320508073100538,False,
77978,303,1.7320508073100538,False,
78078,308,2.5166114782458937,False,
78178,308,2.8867513457933853,False,
78278,304,2.3094010765651904,False,
78378,303,2.6457513108954274,False,
78479,309,3.2145502535251667,False,
78579,306,2.999999999851051,False,
78679,309,1.7320508073116783,False,
78781,306,1.7320508073112844,False,
78878,304,2.516611478246108,False,
78978,304,1.1547005379914572,False,
79079,303,0.5773502684128801,False,
79178,304,0.5773502684128801,False,
79279,306,1.5275252313586714,False,
79380,307,1.5275252313592669,False,
79478,303,2.0816659992512414,False,
79578,302,2.6457513108951694,False,
79678,303,0.5773502684116617,False,
79778,303,0.5773502684116617,False,
79880,309,3.464101615008552,False,
79981,302,3.785938897081908,False,
80079,304,3.6055512753398573,False,
80181,303,0.999999999551072,False,
80281,303,0.5773502684124494,False,
80387,303,0.0,False,
80478,303,0.0,False,
80583,304,0.5773502684124494,False,
